questions_id,questions,num_respondents,options,Clinton_perc,Trump_perc,Others_Unknown_perc,options_perc,state,url
40,Which candidate is honest?,1941,Only Trump is,1,99,0,40,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
40,Which candidate is honest?,1941,Neither is,32,54,14,30,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
41,Does Clinton have the temperament to be president?,1941,Yes,83,12,5,43,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
41,Does Clinton have the temperament to be president?,1941,No,3,92,5,56,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
42,Does Trump have the temperament to be president?,1941,Yes,3,96,1,42,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
42,Does Trump have the temperament to be president?,1941,No,64,28,8,56,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
43,Which candidate has the right temperament?,1941,Both do,NA,NA,NA,4,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
43,Which candidate has the right temperament?,1941,Only Clinton does,91,5,4,38,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
43,Which candidate has the right temperament?,1941,Only Trump does,2,98,0,38,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
43,Which candidate has the right temperament?,1941,Neither does,6,78,16,18,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
44,Is Clinton qualified to serve as president?,1941,Yes,85,11,4,42,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
44,Is Clinton qualified to serve as president?,1941,No,3,91,6,56,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
45,Is Trump qualified to serve as president?,1941,Yes,1,98,1,46,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
45,Is Trump qualified to serve as president?,1941,No,71,20,9,53,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
46,Who is qualified to serve as president?,1941,Both are,NA,NA,NA,4,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
46,Who is qualified to serve as president?,1941,Only Clinton is,94,3,3,38,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
46,Who is qualified to serve as president?,1941,Only Trump is,1,99,0,42,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
46,Who is qualified to serve as president?,1941,Neither is,11,67,22,14,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
47,Condition of national economy,1941,Excellent,NA,NA,NA,4,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
47,Condition of national economy,1941,Good,73,22,5,32,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
47,Condition of national economy,1941,Not good,22,72,6,44,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
47,Condition of national economy,1941,Poor,4,92,4,19,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
48,Condition of national economy,1941,Good,75,21,4,36,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
48,Condition of national economy,1941,Poor,16,78,6,63,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
49,Life for the next generation of Americans will be:,1941,Better than today,52,45,3,38,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
49,Life for the next generation of Americans will be:,1941,Worse than today,15,77,8,32,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
49,Life for the next generation of Americans will be:,1941,About the same,48,47,5,26,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
50,Vote for president in a two-way race,1941,Clinton,96,2,2,39,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
50,Vote for president in a two-way race,1941,Trump,1,98,1,57,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
50,Vote for president in a two-way race,1941,Would not vote,NA,NA,NA,3,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
51,Area type,1941,Urban area,54,41,5,34,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
51,Area type,1941,Suburban area,32,63,5,44,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
51,Area type,1941,Rural area,26,69,5,22,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
52,Region,1941,St. Louis Area,62,34,4,23,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
52,Region,1941,E. Central,30,65,5,16,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
52,Region,1941,Kansas City Area,48,46,6,19,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
52,Region,1941,North,30,65,5,15,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
52,Region,1941,South,21,74,5,28,Missouri,http://www.cnn.com/election/results/exit-polls/missouri/president
1,Gender,2778,Male,42,50,8,48,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
1,Gender,2778,Female,53,41,6,52,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
2,Age,2778,18-29,52,35,13,18,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
2,Age,2778,30-44,52,40,8,27,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
2,Age,2778,45-64,40,54,6,35,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
2,Age,2778,65 and older,52,47,1,20,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
3,Age,2778,18-24,59,30,11,9,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
3,Age,2778,25-29,46,39,15,9,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
3,Age,2778,30-39,55,38,7,17,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
3,Age,2778,40-49,43,48,9,18,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
3,Age,2778,50-64,41,55,4,26,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
3,Age,2778,65 and older,52,47,1,20,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
4,Age,2778,18-44,52,38,10,45,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
4,Age,2778,45 and older,44,51,5,55,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
5,Race,2778,White,38,56,6,62,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
5,Race,2778,Black,81,12,7,9,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
5,Race,2778,Latino,60,29,11,18,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
5,Race,2778,Asian,62,36,2,6,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
5,Race,2778,Other race,46,45,9,4,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
6,Race,2778,White,38,56,6,62,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
6,Race,2778,Non-white,64,28,8,38,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
7,Race and gender,2778,White men,34,60,6,30,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
7,Race and gender,2778,White women,43,52,5,32,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
7,Race and gender,2778,Black men,64,26,10,4,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
7,Race and gender,2778,Black women,93,2,5,5,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
7,Race and gender,2778,Latino men,57,30,13,9,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
7,Race and gender,2778,Latino women,63,29,8,9,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
7,Race and gender,2778,Others,56,40,4,11,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
8,Education,2778,High school or less,52,42,6,21,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
8,Education,2778,Some college,45,48,7,34,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
8,Education,2778,College graduate,48,45,7,30,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
8,Education,2778,Postgraduate,52,44,4,15,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
9,Are you a college graduate?,2778,Yes,49,44,7,45,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
9,Are you a college graduate?,2778,No,48,46,6,55,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
10,Education and race,2778,White college graduates,43,51,6,29,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
10,Education and race,2778,Whites no degree,35,59,6,33,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
10,Education and race,2778,Non-whites college grads,61,32,7,16,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
10,Education and race,2778,Non-whites no degree,67,25,8,22,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
11,Education among whites by sex,2778,White college-grad women,45,50,5,15,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
11,Education among whites by sex,2778,White non-college women,42,53,5,17,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
11,Education among whites by sex,2778,White college-grad men,40,52,8,14,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
11,Education among whites by sex,2778,White non-college men,28,66,6,16,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
11,Education among whites by sex,2778,Non-whites,64,28,8,38,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
12,Income,2778,"Under $30,000",68,26,6,17,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
12,Income,2778,"$30K-$49,999",53,36,11,18,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
12,Income,2778,"$50K-$99,999",50,42,8,35,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
12,Income,2778,"$100K-$199,999",34,60,6,22,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
12,Income,2778,"$200K-$249,999",NA,NA,NA,3,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
12,Income,2778,"$250,000 or more",NA,NA,NA,5,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
13,Income,2778,Under $50K,60,31,9,35,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
13,Income,2778,$50K-$100K,50,42,8,35,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
13,Income,2778,$100K or more,37,58,5,29,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
14,Income,2778,Under $50K,60,31,9,35,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
14,Income,2778,$50K or more,44,49,7,65,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
15,Income,2778,Under $100K,55,36,9,71,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
15,Income,2778,$100K or more,37,58,5,29,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
16,Party ID,2778,Democrats,90,8,2,36,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
16,Party ID,2778,Republicans,8,88,4,28,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
16,Party ID,2778,Independents,37,50,13,36,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
17,Party by gender,2778,Democratic men,87,10,3,14,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
17,Party by gender,2778,Democratic women,92,7,1,23,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
17,Party by gender,2778,Republican men,9,87,4,14,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
17,Party by gender,2778,Republican women,7,89,4,14,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
17,Party by gender,2778,Independent men,35,52,13,21,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
17,Party by gender,2778,Independent women,41,47,12,15,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
18,Ideology,2778,Liberal,82,13,5,25,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
18,Ideology,2778,Moderate,54,38,8,40,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
18,Ideology,2778,Conservative,19,77,4,36,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
19,Religion,2778,Protestant,40,57,3,14,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
19,Religion,2778,Catholic,55,40,5,26,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
19,Religion,2778,Mormon,NA,NA,NA,5,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
19,Religion,2778,Other Christian,41,54,5,18,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
19,Religion,2778,Jewish,NA,NA,NA,2,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
19,Religion,2778,Muslim,NA,NA,NA,1,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
19,Religion,2778,Other religion,40,44,16,7,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
19,Religion,2778,No religion,58,32,10,27,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
20,Religion,2778,Protestant,38,56,6,37,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
20,Religion,2778,Catholic,55,40,5,26,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
20,Religion,2778,Jewish,NA,NA,NA,2,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
20,Religion,2778,Another religion,35,52,13,8,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
20,Religion,2778,No religion,58,32,10,27,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
21,White born-again or evangelical Christian?,2778,Yes,25,68,7,13,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
21,White born-again or evangelical Christian?,2778,No,50,43,7,87,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
22,Marital status,2778,Married,46,49,5,58,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
22,Marital status,2778,Unmarried,49,44,7,42,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
23,Marital status by gender,2778,Married men,40,54,6,28,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
23,Marital status by gender,2778,Married women,51,44,5,30,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
23,Marital status by gender,2778,Unmarried men,45,48,7,21,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
23,Marital status by gender,2778,Unmarried women,54,39,7,21,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
24,Union household?,2778,Yes,54,41,5,19,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
24,Union household?,2778,No,47,46,7,81,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
25,When did you decide presidential vote?,2778,Last few days,49,34,17,7,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
25,When did you decide presidential vote?,2778,Last week,NA,NA,NA,4,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
25,When did you decide presidential vote?,2778,In October,47,41,12,18,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
25,When did you decide presidential vote?,2778,In September,NA,NA,NA,11,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
25,When did you decide presidential vote?,2778,Before September,50,45,5,60,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
26,When did you decide presidential vote?,2778,In the last week,45,40,15,11,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
26,When did you decide presidential vote?,2778,Before that,49,44,7,88,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
27,When did you decide presidential vote?,2778,In the last month,46,41,13,28,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
27,When did you decide presidential vote?,2778,Before that,50,45,5,70,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
28,Opinion of presidential candidate you voted for,2778,Strongly favor ,51,46,3,45,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
28,Opinion of presidential candidate you voted for,2778,Have reservations,52,43,5,24,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
28,Opinion of presidential candidate you voted for,2778,Dislike opponents,41,46,13,31,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
29,Most important issue facing the country,2778,Foreign policy,62,31,7,12,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
29,Most important issue facing the country,2778,Immigration,26,71,3,14,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
29,Most important issue facing the country,2778,Economy,52,38,10,47,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
29,Most important issue facing the country,2778,Terrorism,46,51,3,22,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
30,Which candidate quality mattered most?,2778,Cares about me,57,34,9,17,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
30,Which candidate quality mattered most?,2778,Can bring change,14,82,4,36,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
30,Which candidate quality mattered most?,2778,Right experience,89,10,1,22,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
30,Which candidate quality mattered most?,2778,Good judgment,60,27,13,21,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
31,Illegal immigrants working in the U.S. should be:,2778,Offered legal status,58,33,9,71,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
31,Illegal immigrants working in the U.S. should be:,2778,Deported to home country,17,80,3,21,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
32,View of U.S. wall along the entire Mexican border,2778,Support,13,83,4,43,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
32,View of U.S. wall along the entire Mexican border,2778,Oppose,78,14,8,53,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
33,Do you think immigrants to the U.S. today:,2778,Help the country,63,30,7,61,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
33,Do you think immigrants to the U.S. today:,2778,Hurt the country,19,76,5,28,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
34,Effect of international trade,2778,Creates U.S. jobs,58,35,7,32,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
34,Effect of international trade,2778,Takes away U.S. jobs,36,59,5,43,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
34,Effect of international trade,2778,Does not affect jobs,NA,NA,NA,11,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
35,How do things work in the U.S. today?,2778,Whites are favored,80,11,9,33,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
35,How do things work in the U.S. today?,2778,Minorities are favored,13,81,6,24,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
35,How do things work in the U.S. today?,2778,No group is favored,38,58,4,38,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
36,Feelings about the federal government,2778,Enthusiastic,NA,NA,NA,3,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
36,Feelings about the federal government,2778,Satisfied,78,18,4,27,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
36,Feelings about the federal government,2778,Dissatisfied,44,48,8,45,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
36,Feelings about the federal government,2778,Angry,21,74,5,25,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
37,Feelings about the federal government,2778,Enthusiastic/Satisfied,79,17,4,30,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
37,Feelings about the federal government,2778,Dissatisfied/Angry,36,57,7,69,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
38,Opinion of Barack Obama as president,2778,Strongly approve,93,2,5,36,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
38,Opinion of Barack Obama as president,2778,Somewhat approve,61,26,13,20,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
38,Opinion of Barack Obama as president,2778,Somewhat disapprove,11,74,15,12,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
38,Opinion of Barack Obama as president,2778,Strongly disapprove,6,91,3,31,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
39,Opinion of Barack Obama as president,2778,Approve,81,11,8,56,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
39,Opinion of Barack Obama as president,2778,Disapprove,7,86,7,44,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
40,Opinion of Hillary Clinton,2778,Favorable,96,2,2,47,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
40,Opinion of Hillary Clinton,2778,Unfavorable,6,81,13,51,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
41,Opinion of Donald Trump,2778,Favorable,5,92,3,39,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
41,Opinion of Donald Trump,2778,Unfavorable,78,11,11,59,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
42,Opinion of Clinton and Trump,2778,Both favorable,NA,NA,NA,2,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
42,Opinion of Clinton and Trump,2778,Only Clinton favorable,98,1,1,44,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
42,Opinion of Clinton and Trump,2778,Only Trump favorable,1,96,3,36,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
42,Opinion of Clinton and Trump,2778,Both unfavorable,20,43,37,15,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
43,Opinion of Harry Reid,2778,Favorable,87,9,4,38,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
43,Opinion of Harry Reid,2778,Unfavorable,21,70,9,52,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
44,Is Hillary Clinton honest and trustworthy?,2778,Yes,95,3,2,35,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
44,Is Hillary Clinton honest and trustworthy?,2778,No,22,70,8,63,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
45,Is Donald Trump honest and trustworthy?,2778,Yes,6,93,1,35,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
45,Is Donald Trump honest and trustworthy?,2778,No,74,17,9,62,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
46,Which candidate is honest?,2778,Both are,NA,NA,NA,2,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
46,Which candidate is honest?,2778,Only Clinton is,98,0,2,33,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
46,Which candidate is honest?,2778,Only Trump is,3,97,0,33,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
46,Which candidate is honest?,2778,Neither is,46,36,18,28,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
47,Is Clinton qualified to serve as president?,2778,Yes,86,11,3,55,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
47,Is Clinton qualified to serve as president?,2778,No,4,84,12,44,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
48,Is Trump qualified to serve as president?,2778,Yes,5,94,1,37,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
48,Is Trump qualified to serve as president?,2778,No,77,12,11,61,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
49,Who is qualified to serve as president?,2778,Both are,NA,NA,NA,7,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
49,Who is qualified to serve as president?,2778,Only Clinton is,95,1,4,48,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
49,Who is qualified to serve as president?,2778,Only Trump is,1,98,1,30,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
49,Who is qualified to serve as president?,2778,Neither is,12,53,35,13,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
50,Does Clinton have the temperament to be president?,2778,Yes,84,11,5,56,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
50,Does Clinton have the temperament to be president?,2778,No,2,90,8,42,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
51,Does Trump have the temperament to be president?,2778,Yes,3,96,1,39,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
51,Does Trump have the temperament to be president?,2778,No,81,11,8,59,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
52,Which candidate has the right temperament?,2778,Both do,NA,NA,NA,6,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
52,Which candidate has the right temperament?,2778,Only Clinton does,92,3,5,51,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
52,Which candidate has the right temperament?,2778,Only Trump does,1,98,1,33,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
52,Which candidate has the right temperament?,2778,Neither does,NA,NA,NA,9,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
53,Did Clinton attack Trump unfairly?,2778,Yes,15,77,8,36,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
53,Did Clinton attack Trump unfairly?,2778,No,73,20,7,57,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
54,Did Trump attack Clinton unfairly?,2778,Yes,73,21,6,50,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
54,Did Trump attack Clinton unfairly?,2778,No,25,66,9,45,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
55,Which candidate attacked unfairly?,2778,Both did,28,62,10,17,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
55,Which candidate attacked unfairly?,2778,Only Clinton did,4,90,6,20,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
55,Which candidate attacked unfairly?,2778,Only Trump did,95,2,3,34,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
55,Which candidate attacked unfairly?,2778,Neither did,43,46,11,24,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
56,Does Clinton's use of private email bother you:,2778,A lot,7,85,8,47,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
56,Does Clinton's use of private email bother you:,2778,Some,65,30,5,13,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
56,Does Clinton's use of private email bother you:,2778,Not much,85,5,10,11,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
56,Does Clinton's use of private email bother you:,2778,Not at all,92,3,5,28,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
57,Does Clinton's use of private email bother you?,2778,Yes,20,73,7,61,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
57,Does Clinton's use of private email bother you?,2778,No,90,4,6,38,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
58,Does Donald Trump's treatment of women bother you:,2778,A lot,83,9,8,47,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
58,Does Donald Trump's treatment of women bother you:,2778,Some,27,65,8,17,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
58,Does Donald Trump's treatment of women bother you:,2778,Not much,NA,NA,NA,11,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
58,Does Donald Trump's treatment of women bother you:,2778,Not at all,12,85,3,24,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
59,Does Donald Trump's treatment of women bother you?,2778,Yes,68,24,8,64,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
59,Does Donald Trump's treatment of women bother you?,2778,No,10,87,3,35,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
60,Who would better handle the economy?,2778,Clinton,92,5,3,47,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
60,Who would better handle the economy?,2778,Trump,5,89,6,48,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
61,Who would better handle foreign policy?,2778,Clinton,85,9,6,53,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
61,Who would better handle foreign policy?,2778,Trump,3,94,3,42,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
62,Condition of national economy,2778,Excellent,NA,NA,NA,4,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
62,Condition of national economy,2778,Good,78,17,5,35,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
62,Condition of national economy,2778,Not good,40,51,9,37,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
62,Condition of national economy,2778,Poor,13,83,4,23,Nevada,http://www.cnn.com/election/results/exit-polls/nevada/president
