"office","state","jurisdiction","fipscode","clinton","trump","johnson","stein","other","totalvotes","dem.two.party"
"President","SC","Spartanburg",4508300000,39997,76277,2443,760,1613,121090,0.34398919792903
"President","SC","Sumter",4508500000,24047,18745,644,202,448,44086,0.561950831931202
"President","SC","Union",4508700000,4729,7061,137,48,117,12092,0.401102629346904
"President","SC","Williamsburg",4508900000,9953,4864,84,50,103,15054,0.671728420058041
"President","SC","York",4509100000,41593,66754,3504,687,1819,114357,0.383886955799422
"President","SD","Aurora",4600300000,340,974,74,NA,19,1407,0.258751902587519
"President","SD","Beadle",4600500000,1912,4455,323,NA,82,6772,0.300298413695618
"President","SD","Bennett",4600700000,412,666,57,NA,14,1149,0.382189239332096
"President","SD","Bon Homme",4600900000,704,2105,129,NA,36,2974,0.25062299750801
"President","SD","Brookings",4601100000,4879,6748,881,NA,172,12680,0.419626730885009
"President","SD","Brown",4601300000,5452,9613,915,NA,133,16113,0.361898440092931
"President","SD","Brule",4601500000,571,1565,125,NA,27,2288,0.267322097378277
"President","SD","Buffalo",4601700000,296,171,18,NA,5,490,0.633832976445396
"President","SD","Butte",4601900000,693,3355,246,NA,52,4346,0.171195652173913
"President","SD","Campbell",4602100000,105,704,20,NA,2,831,0.129789864029666
"President","SD","Charles Mix",4602300000,935,2382,98,NA,18,3433,0.281881217968043
"President","SD","Clark",4602500000,398,1139,103,NA,17,1657,0.258945998698764
"President","SD","Clay",4602700000,2608,2109,295,NA,57,5069,0.552893788424846
"President","SD","Codington",4602900000,3174,7764,600,NA,131,11669,0.290181020296215
"President","SD","Corson",4603100000,535,588,34,NA,18,1175,0.47640249332146
"President","SD","Custer",4603300000,1120,3290,255,NA,51,4716,0.253968253968254
"President","SD","Davison",4603500000,2355,5157,349,NA,91,7952,0.313498402555911
"President","SD","Day",4603700000,974,1627,116,NA,30,2747,0.374471357170319
"President","SD","Deuel",4603900000,570,1366,117,NA,27,2080,0.294421487603306
"President","SD","Dewey",4604100000,887,723,71,NA,26,1707,0.550931677018634
"President","SD","Douglas",4604300000,214,1338,41,NA,12,1605,0.137886597938144
"President","SD","Edmunds",4604500000,380,1433,86,NA,19,1918,0.209597352454495
"President","SD","Fall River",4604700000,821,2511,166,NA,65,3563,0.24639855942377
"President","SD","Faulk",4604900000,204,858,45,NA,11,1118,0.192090395480226
"President","SD","Grant",4605100000,970,2381,175,NA,36,3562,0.289465831095195
"President","SD","Gregory",4605300000,391,1600,78,NA,22,2091,0.196383726770467
"President","SD","Haakon",4605500000,77,936,27,NA,4,1044,0.0760118460019743
"President","SD","Hamlin",4605700000,555,2051,124,NA,32,2762,0.212970069071374
"President","SD","Hand",4605900000,334,1391,76,NA,17,1818,0.193623188405797
"President","SD","Hanson",4606100000,424,1497,59,NA,26,2006,0.220718375845914
"President","SD","Harding",4606300000,38,694,31,NA,6,769,0.0519125683060109
"President","SD","Hughes",4606500000,2449,5174,480,NA,70,8173,0.321264593991867
"President","SD","Hutchinson",4606700000,692,2517,112,NA,44,3365,0.2156435026488
"President","SD","Hyde",4606900000,125,543,17,NA,5,690,0.187125748502994
"President","SD","Jackson",4607100000,323,722,36,NA,14,1095,0.309090909090909
"President","SD","Jerauld",4607300000,264,648,36,NA,19,967,0.289473684210526
"President","SD","Jones",4607500000,69,450,32,NA,7,558,0.132947976878613
"President","SD","Kingsbury",4607700000,703,1680,139,NA,29,2551,0.295006294586655
"President","SD","Lake",4607900000,2314,4038,358,NA,76,6786,0.364294710327456
"President","SD","Lawrence",4608100000,3356,7411,934,NA,141,11842,0.311693136435404
"President","SD","Lincoln",4608300000,8076,15499,1413,NA,243,25231,0.342566277836691
"President","SD","Lyman",4608500000,369,977,56,NA,19,1421,0.274145616641902
"President","SD","Marshall",4609100000,754,1056,117,NA,20,1947,0.416574585635359
"President","SD","McCook",4608700000,623,1794,130,NA,40,2587,0.257757550682664
"President","SD","McPherson",4608900000,192,892,43,NA,10,1137,0.177121771217712
"President","SD","Meade",4609300000,2223,8441,832,NA,125,11621,0.208458364591148
"President","SD","Mellette",4609500000,238,402,32,NA,11,683,0.371875
"President","SD","Miner",4609700000,281,706,67,NA,10,1064,0.284701114488349
"President","SD","Minnehaha",4609900000,30610,42043,4753,NA,857,78263,0.421317770773402
"President","SD","Moody",4610100000,1042,1729,131,NA,28,2930,0.376037531577048
"President","SD","Oglala Lakota",4611300000,2504,241,104,NA,47,2896,0.912204007285975
"President","SD","Pennington",4610300000,14074,29804,3338,NA,525,47741,0.320752996946078
"President","SD","Perkins",4610500000,188,1333,70,NA,15,1606,0.123602892833662
"President","SD","Potter",4610700000,215,1069,40,NA,11,1335,0.167445482866044
"President","SD","Roberts",4610900000,1539,2142,164,NA,41,3886,0.418092909535452
"President","SD","Sanborn",4611100000,241,819,51,NA,12,1123,0.227358490566038
"President","SD","Spink",4611500000,919,1854,143,NA,35,2951,0.331410025243419
"President","SD","Stanley",4611700000,329,1148,77,NA,13,1567,0.222748815165877
"President","SD","Sully",4611900000,137,679,40,NA,5,861,0.167892156862745
"President","SD","Todd",4612100000,1505,487,96,NA,37,2125,0.755522088353414
"President","SD","Tripp",4612300000,462,2069,84,NA,15,2630,0.182536546819439
"President","SD","Turner",4612500000,961,2937,216,NA,36,4150,0.246536685479733
"President","SD","Union",4612700000,2227,5288,312,NA,68,7895,0.296340652029275
"President","SD","Walworth",4612900000,457,1896,79,NA,45,2477,0.194220144496388
"President","SD","Yankton",4613500000,3301,5654,551,NA,110,9616,0.368620882188721
"President","SD","Ziebach",4613700000,352,368,28,NA,18,766,0.488888888888889
"President","TN","Anderson",4700100000,9013,19212,1034,189,433,29881,0.319326837909655
"President","TN","Bedford",4700300000,3395,11486,306,75,93,15355,0.228143269941536
"President","TN","Benton",4700500000,1474,4716,83,14,41,6328,0.238126009693053
"President","TN","Bledsoe",4700700000,897,3622,95,18,32,4664,0.198495242310246
"President","TN","Blount",4700900000,12100,37443,1666,313,686,52208,0.244232283067235
"President","TN","Bradley",4701100000,7070,29768,1098,210,520,38666,0.191921385525816
"President","TN","Campbell",4701300000,2248,9870,251,45,118,12532,0.185509159927381
"President","TN","Cannon",4701500000,1127,4007,106,29,45,5314,0.219516945851188
"President","TN","Carroll",4701700000,2327,7756,181,39,81,10384,0.23078448874343
"President","TN","Carter",4701900000,3453,16898,409,130,194,21084,0.16967225197779
"President","TN","Cheatham",4702100000,3878,11297,463,99,187,15924,0.255551894563427
"President","TN","Chester",4702300000,1243,5081,115,10,58,6507,0.196552814674257
"President","TN","Claiborne",4702500000,1832,8602,192,29,85,10740,0.175579835154303
"President","TN","Clay",4702700000,707,2141,47,11,14,2920,0.248244382022472
"President","TN","Cocke",4702900000,1981,9791,211,59,84,12126,0.168280665987088
"President","TN","Coffee",4703100000,4743,14417,517,113,181,19971,0.247546972860125
"President","TN","Crockett",4703300000,1303,3982,76,13,23,5397,0.246546830652791
"President","TN","Cumberland",4703500000,5202,20413,471,99,175,26360,0.203084130392348
"President","TN","Davidson",4703700000,148864,84550,9603,2459,3592,249068,0.637768085890307
"President","TN","Decatur",4703900000,894,3588,70,16,24,4592,0.19946452476573
"President","TN","DeKalb",4704100000,1569,5171,117,49,49,6955,0.232789317507418
"President","TN","Dickson",4704300000,4722,13233,489,94,161,18699,0.262990810359231
"President","TN","Dyer",4704500000,2816,10180,193,48,99,13336,0.216682056017236
"President","TN","Fayette",4704700000,5874,13055,261,62,142,19394,0.310317502245232
"President","TN","Fentress",4704900000,1100,6038,107,37,51,7333,0.154104791258055
"President","TN","Franklin",4705100000,4374,11532,319,66,113,16404,0.274990569596379
"President","TN","Gibson",4705300000,5258,13786,305,66,132,19547,0.276097458517118
"President","TN","Giles",4705500000,2917,7970,162,41,47,11137,0.267934233489483
"President","TN","Grainger",4705700000,1154,6626,130,26,72,8008,0.148329048843188
"President","TN","Greene",4705900000,4216,18562,481,152,172,23583,0.185090877162174
"President","TN","Grundy",4706100000,999,3636,80,19,29,4763,0.215533980582524
"President","TN","Hamblen",4706300000,4075,15857,443,93,224,20692,0.204445113385511
"President","TN","Hamilton",4706500000,55316,78733,5443,1098,1818,142408,0.412655073890891
"President","TN","Hancock",4706700000,322,1843,42,13,11,2231,0.148729792147806
"President","TN","Hardeman",4706900000,4185,4919,84,30,55,9273,0.459688049209139
"President","TN","Hardin",4707100000,1622,8012,134,96,85,9949,0.16836205106913
"President","TN","Hawkins",4707300000,3507,16648,397,91,131,20774,0.174001488464401
"President","TN","Haywood",4707500000,3711,3013,60,19,31,6834,0.551903628792386
"President","TN","Henderson",4707700000,1800,8138,172,39,68,10217,0.181122962366673
"President","TN","Henry",4707900000,3063,9508,223,60,91,12945,0.243656033728423
"President","TN","Hickman",4708100000,1824,5695,161,39,94,7813,0.242585450192845
"President","TN","Houston",4708300000,866,2182,88,12,20,3168,0.284120734908136
"President","TN","Humphreys",4708500000,1967,4930,166,26,64,7153,0.285196462229955
"President","TN","Jackson",4708700000,1129,3236,62,17,22,4466,0.25864833906071
"President","TN","Jefferson",4708900000,3494,14776,497,115,190,19072,0.191242474001095
"President","TN","Johnson",4709100000,988,5410,102,39,40,6579,0.154423257267896
"President","TN","Knox",4709300000,62878,105767,7458,1634,2960,180697,0.372842361172878
"President","TN","Lake",4709500000,577,1357,18,6,12,1970,0.298345398138573
"President","TN","Lauderdale",4709700000,3056,4884,87,14,46,8087,0.384886649874055
"President","TN","Lawrence",4709900000,2821,12420,271,77,77,15666,0.185092841677055
"President","TN","Lewis",4710100000,890,3585,59,42,46,4622,0.198882681564246
"President","TN","Lincoln",4710300000,2554,10398,231,46,119,13348,0.197189623224212
"President","TN","Loudon",4710500000,4919,17610,573,87,202,23391,0.218340805184429
"President","TN","Macon",4711100000,1072,6263,91,36,42,7504,0.14614860259032
"President","TN","Madison",4711300000,15448,21335,660,140,537,38120,0.41997661963407
"President","TN","Marion",4711500000,2832,7696,221,50,63,10862,0.268996960486322
"President","TN","Marshall",4711700000,2852,8184,256,60,103,11455,0.258426966292135
"President","TN","Maury",4711900000,10038,23799,922,166,444,35369,0.29665750509797
"President","TN","McMinn",4710700000,3510,14691,340,69,145,18755,0.192846546893028
"President","TN","McNairy",4710900000,1848,7841,150,110,89,10038,0.19073175766333
"President","TN","Meigs",4712100000,856,3342,77,19,26,4320,0.203906622201048
"President","TN","Monroe",4712300000,3186,13374,345,58,130,17093,0.192391304347826
"President","TN","Montgomery",4712500000,21699,32341,2337,540,703,57620,0.401535899333827
"President","TN","Moore",4712700000,496,2325,71,17,17,2926,0.175824175824176
"President","TN","Morgan",4712900000,1054,5441,115,17,78,6705,0.162278675904542
"President","TN","Obion",4713100000,2426,9526,193,36,68,12249,0.202978580990629
"President","TN","Overton",4713300000,1945,6059,111,31,83,8229,0.243003498250875
"President","TN","Perry",4713500000,597,2167,59,23,9,2855,0.215991316931983
"President","TN","Pickett",4713700000,536,2021,36,7,15,2615,0.209620649198279
"President","TN","Polk",4713900000,1252,5097,114,26,31,6520,0.197196408883289
"President","TN","Putnam",4714100000,6851,19002,757,225,377,27212,0.264998259389626
"President","TN","Rhea",4714300000,1942,8660,221,35,204,11062,0.183172986229013
"President","TN","Roane",4714500000,4837,15880,596,102,254,21669,0.233479750929189
"President","TN","Robertson",4714700000,6637,19410,717,161,188,27113,0.254808615195608
"President","TN","Rutherford",4714900000,36706,64515,3916,894,1405,107436,0.362632260104129
"President","TN","Scott",4715100000,934,6044,80,21,44,7123,0.133849240470049
"President","TN","Sequatchie",4715300000,1053,4441,128,25,47,5694,0.191663633054241
"President","TN","Sevier",4715500000,6297,28629,915,212,259,36312,0.180295481875966
"President","TN","Shelby",4715700000,208992,116344,6939,1986,3122,337383,0.642388177146089
"President","TN","Smith",4715900000,1689,5494,171,30,52,7436,0.235138521509119
"President","TN","Stewart",4716100000,1222,3864,147,21,45,5299,0.240267400707825
"President","TN","Sullivan",4716300000,12578,46979,1793,355,573,62278,0.211192638984502
"President","TN","Sumner",4716500000,18161,50129,2102,369,744,71505,0.265939376189779
"President","TN","Tipton",4716700000,5785,16910,485,90,211,23481,0.254901960784314
"President","TN","Trousdale",4716900000,946,2103,73,6,32,3160,0.310265660872417
"President","TN","Unicoi",4717100000,1262,5671,139,53,70,7195,0.182027982114525
"President","TN","Union",4717300000,1012,5053,108,24,50,6247,0.166859027205276
"President","TN","Van Buren",4717500000,539,1820,46,8,6,2419,0.228486646884273
"President","TN","Warren",4717700000,3535,9540,339,61,137,13612,0.270363288718929
"President","TN","Washington",4717900000,13024,34252,1468,478,528,49750,0.275488620018614
"President","TN","Wayne",4718100000,717,5036,56,9,39,5857,0.124630627498696
"President","TN","Weakley",4718300000,2772,9008,220,62,122,12184,0.235314091680815
"President","TN","White",4718500000,1845,7671,149,45,115,9825,0.193883984867591
"President","TN","Williamson",4718700000,31013,68212,4518,526,2002,106271,0.312552280171328
"President","TN","Wilson",4718900000,14385,39406,1807,467,669,56734,0.267423918499377
"President","TX","ANDERSON",4800100000,3369,13201,308,57,42,16977,0.203319251659626
"President","TX","ANDREWS",4800300000,836,3927,147,18,15,4943,0.175519630484988
"President","TX","ANGELINA",4800500000,7538,21668,560,106,39,29911,0.258097651167568
"President","TX","ARANSAS",4800700000,2465,7740,238,41,28,10512,0.241548260656541
"President","TX","ARCHER",4800900000,394,3786,80,10,13,4283,0.0942583732057416
"President","TX","ARMSTRONG",4801100000,70,924,18,5,4,1021,0.0704225352112676
"President","TX","ATASCOSA",4801300000,4651,8618,308,65,31,13673,0.35051624086216
"President","TX","AUSTIN",4801500000,2320,9637,248,51,18,12274,0.194028602492264
"President","TX","BAILEY",4801700000,397,1344,39,5,8,1793,0.228029867892016
"President","TX","BANDERA",4801900000,1726,8163,262,66,1,10218,0.174537364748711
"President","TX","BASTROP",4802100000,10569,16328,1063,320,174,28454,0.392943450942484
"President","TX","BAYLOR",4802300000,191,1267,31,3,7,1499,0.131001371742112
"President","TX","BEE",4802500000,3444,4744,238,34,25,8485,0.420615534929165
"President","TX","BELL",4802700000,37801,51998,3824,812,559,94994,0.420951235537144
"President","TX","BEXAR",4802900000,319550,240333,20091,6645,3026,589645,0.570744244779713
"President","TX","BLANCO",4803100000,1244,4212,180,33,16,5685,0.228005865102639
"President","TX","BORDEN",4803300000,31,330,3,1,0,365,0.0858725761772853
"President","TX","BOSQUE",4803500000,1278,6339,155,40,26,7838,0.167782591571485
"President","TX","BOWIE",4803700000,8838,24924,582,145,113,34602,0.261773591611871
"President","TX","BRAZORIA",4803900000,43200,72791,3768,806,616,121181,0.372442689519014
"President","TX","BRAZOS",4804100000,23121,38738,3813,536,1003,67211,0.373769378748444
"President","TX","BREWSTER",4804300000,1873,2077,210,77,15,4252,0.474177215189873
"President","TX","BRISCOE",4804500000,91,625,14,4,2,736,0.127094972067039
"President","TX","BROOKS",4804700000,1937,613,32,14,0,2596,0.759607843137255
"President","TX","BROWN",4804900000,1621,12017,253,65,70,14026,0.118859070244904
"President","TX","BURLESON",4805100000,1491,5316,118,20,15,6960,0.219039224327898
"President","TX","BURNET",4805300000,3797,14638,564,104,101,19204,0.205966910767562
"President","TX","CALDWELL",4805500000,4795,6691,446,105,55,12092,0.417464739683092
"President","TX","CALHOUN",4805700000,2118,4638,168,33,8,6965,0.313499111900533
"President","TX","CALLAHAN",4805900000,569,4865,107,23,15,5579,0.104711078395289
"President","TX","CAMERON",4806100000,59402,29472,2236,822,147,92079,0.668384454396111
"President","TX","CAMP",4806300000,1260,3201,66,15,0,4542,0.282447881640888
"President","TX","CARSON",4806500000,249,2620,68,11,16,2964,0.0867898222377135
"President","TX","CASS",4806700000,2391,9726,145,34,48,12344,0.197326070809606
"President","TX","CASTRO",4806900000,526,1414,47,10,0,1997,0.271134020618557
"President","TX","CHAMBERS",4807100000,2948,13339,385,59,55,16786,0.18100325412906
"President","TX","CHEROKEE",4807300000,3469,12919,305,34,63,16790,0.211679277520137
"President","TX","CHILDRESS",4807500000,253,1802,24,5,0,2084,0.123114355231144
"President","TX","CLAY",4807700000,536,4377,87,12,6,5018,0.109098310604519
"President","TX","COCHRAN",4807900000,190,679,29,3,0,901,0.218642117376295
"President","TX","COKE",4808100000,140,1265,16,2,0,1423,0.099644128113879
"President","TX","COLEMAN",4808300000,388,3177,53,18,7,3643,0.108835904628331
"President","TX","COLLIN",4808500000,140624,201014,13855,2539,3387,361419,0.411616974692511
"President","TX","COLLINGSWORTH",4808700000,145,983,22,4,2,1156,0.12854609929078
"President","TX","COLORADO",4808900000,1987,6325,144,37,20,8513,0.239051973051011
"President","TX","COMAL",4809100000,14238,45136,2068,343,393,62178,0.239801933506249
"President","TX","COMANCHE",4809300000,789,4333,88,21,6,5237,0.154041390081999
"President","TX","CONCHO",4809500000,148,885,27,7,1,1068,0.143272023233301
"President","TX","COOKE",4809700000,2352,13181,317,60,45,15955,0.151419558359621
"President","TX","CORYELL",4809900000,5064,12225,704,161,99,18253,0.292903001908728
"President","TX","COTTLE",4810100000,92,506,12,2,0,612,0.153846153846154
"President","TX","CRANE",4810300000,299,1049,28,7,1,1384,0.221810089020772
"President","TX","CROCKETT",4810500000,372,980,39,4,0,1395,0.275147928994083
"President","TX","CROSBY",4810700000,468,1181,60,5,14,1728,0.283808368708308
"President","TX","CULBERSON",4810900000,454,280,23,6,4,767,0.618528610354223
"President","TX","DALLAM",4811100000,222,1261,46,9,6,1544,0.149696561024949
"President","TX","DALLAS",4811300000,461080,262945,24025,6114,4809,758973,0.636828838783191
"President","TX","DAWSON",4811500000,835,2636,80,11,1,3563,0.240564678766926
"President","TX","DEAF SMITH",4811700000,1185,2911,91,14,15,4216,0.289306640625
"President","TX","DELTA",4811900000,400,1836,36,7,2,2281,0.178890876565295
"President","TX","DENTON",4812100000,110890,170603,11583,2660,2909,298645,0.393935195546603
"President","TX","DEWITT",4812300000,1163,5519,124,27,11,6844,0.174049685722837
"President","TX","DICKENS",4812500000,128,755,23,3,0,909,0.144960362400906
"President","TX","DIMMIT",4812700000,2173,974,57,21,0,3225,0.690498887829679
"President","TX","DONLEY",4812900000,191,1225,40,5,4,1465,0.134887005649718
"President","TX","DUVAL",4813100000,2783,1316,49,19,1,4168,0.678946084410832
"President","TX","EASTLAND",4813300000,776,6011,120,31,25,6963,0.11433623102991
"President","TX","ECTOR",4813500000,10249,25020,1009,167,85,36530,0.290595140208115
"President","TX","EDWARDS",4813700000,303,746,17,5,2,1073,0.28884652049571
"President","TX","EL PASO",4814100000,147843,55512,7607,2945,101,214008,0.727019252046913
"President","TX","ELLIS",4813900000,16253,44941,1747,325,407,63673,0.265597934438017
"President","TX","ERATH",4814300000,2160,11210,378,68,77,13893,0.161555721765146
"President","TX","FALLS",4814500000,1684,3441,90,23,10,5248,0.328585365853659
"President","TX","FANNIN",4814700000,2132,9548,269,46,49,12044,0.182534246575342
"President","TX","FAYETTE",4814900000,2144,8743,209,45,33,11174,0.196932120878112
"President","TX","FISHER",4815100000,403,1265,44,10,7,1729,0.241606714628297
"President","TX","FLOYD",4815300000,435,1474,47,3,0,1959,0.227867993713986
"President","TX","FOARD",4815500000,113,383,14,1,2,513,0.227822580645161
"President","TX","FORT BEND",4815700000,134686,117291,6907,1783,1399,262066,0.534517039253583
"President","TX","FRANKLIN",4815900000,665,3585,96,12,22,4380,0.156470588235294
"President","TX","FREESTONE",4816100000,1471,6026,139,13,35,7684,0.196211818060558
"President","TX","FRIO",4816300000,2444,1856,76,24,0,4400,0.568372093023256
"President","TX","GAINES",4816500000,597,3907,85,20,11,4620,0.132548845470693
"President","TX","GALVESTON",4816700000,43658,73757,4045,889,554,122903,0.371826427628497
"President","TX","GARZA",4816900000,230,1225,21,7,1,1484,0.15807560137457
"President","TX","GILLESPIE",4817100000,2288,10446,333,61,86,13214,0.179676456730014
"President","TX","GLASSCOCK",4817300000,34,553,13,2,2,604,0.0579216354344123
"President","TX","GOLIAD",4817500000,973,2620,101,10,4,3708,0.270804341775675
"President","TX","GONZALES",4817700000,1571,4587,129,28,19,6334,0.255115297174407
"President","TX","GRAY",4817900000,701,6500,144,22,38,7405,0.0973475906124149
"President","TX","GRAYSON",4818100000,10301,35325,1258,264,268,47416,0.225770394073555
"President","TX","GREGG",4818300000,11677,28764,903,150,255,41749,0.288741623599812
"President","TX","GRIMES",4818500000,2194,7065,219,50,5,9533,0.236958634841776
"President","TX","GUADALUPE",4818700000,18391,36632,2022,412,365,57822,0.334242044236047
"President","TX","HALE",4818900000,2101,6366,324,43,24,8858,0.248139837014291
"President","TX","HALL",4819100000,164,893,34,0,0,1091,0.15515610217597
"President","TX","HAMILTON",4819300000,479,3060,64,10,7,3620,0.135348968635208
"President","TX","HANSFORD",4819500000,171,1730,37,9,0,1947,0.0899526564965807
"President","TX","HARDEMAN",4819700000,249,1207,48,7,2,1513,0.171016483516484
"President","TX","HARDIN",4819900000,2780,19606,353,41,0,22780,0.1241847583311
"President","TX","HARRIS",4820100000,707914,545955,39781,11784,6678,1312112,0.564583700530119
"President","TX","HARRISON",4820300000,7151,18749,449,76,123,26548,0.276100386100386
"President","TX","HARTLEY",4820500000,173,1730,43,3,3,1952,0.0909090909090909
"President","TX","HASKELL",4820700000,314,1403,42,6,5,1770,0.182877111240536
"President","TX","HAYS",4820900000,33224,33826,3630,1061,423,72164,0.495510812826249
"President","TX","HEMPHILL",4821100000,181,1462,44,2,6,1695,0.110164333536214
"President","TX","HENDERSON",4821300000,5669,23650,535,102,89,30045,0.193355844333026
"President","TX","HIDALGO",4821500000,118809,48642,3788,1856,342,173437,0.709515022305032
"President","TX","HILL",4821700000,2547,10108,256,40,19,12970,0.201264322402213
"President","TX","HOCKLEY",4821900000,1260,5809,199,33,10,7311,0.178243032960815
"President","TX","HOOD",4822100000,4008,21382,641,113,118,26262,0.157857424182749
"President","TX","HOPKINS",4822300000,2510,10707,220,44,57,13538,0.18990693803435
"President","TX","HOUSTON",4822500000,1978,6205,90,29,51,8353,0.241720640351949
"President","TX","HOWARD",4822700000,1770,6637,232,56,28,8723,0.210538836683716
"President","TX","HUDSPETH",4822900000,324,503,38,6,0,871,0.391777509068924
"President","TX","HUNT",4823100000,6396,23910,862,162,224,31554,0.211047317362898
"President","TX","HUTCHINSON",4823300000,854,7042,210,23,26,8155,0.108156028368794
"President","TX","IRION",4823500000,90,660,9,1,6,766,0.12
"President","TX","JACK",4823700000,314,2973,42,10,11,3350,0.0955278369333739
"President","TX","JACKSON",4823900000,904,4266,78,27,27,5302,0.174854932301741
"President","TX","JASPER",4824100000,2590,10609,156,38,26,13419,0.196226986892946
"President","TX","JEFF DAVIS",4824300000,422,695,42,17,15,1191,0.377797672336616
"President","TX","JEFFERSON",4824500000,42443,42862,1714,420,179,87618,0.497544106441592
"President","TX","JIM HOGG",4824700000,1635,430,42,12,0,2119,0.791767554479419
"President","TX","JIM WELLS",4824900000,6694,5420,210,40,15,12379,0.552583787353475
"President","TX","JOHNSON",4825100000,10988,44382,1605,324,307,57606,0.19844681235326
"President","TX","JONES",4825300000,936,4819,162,21,22,5960,0.162641181581234
"President","TX","KARNES",4825500000,1145,2965,70,12,6,4198,0.278588807785888
"President","TX","KAUFMAN",4825700000,10278,29587,983,197,220,41265,0.257820142982566
"President","TX","KENDALL",4825900000,3643,15700,555,87,135,20120,0.188336866049734
"President","TX","KENEDY",4826100000,99,84,3,0,0,186,0.540983606557377
"President","TX","KENT",4826300000,59,360,14,0,1,434,0.140811455847255
"President","TX","KERR",4826500000,4681,17727,657,116,116,23297,0.208898607640129
"President","TX","KIMBLE",4826700000,206,1697,37,5,7,1952,0.108250131371519
"President","TX","KING",4826900000,5,149,5,0,0,159,0.0324675324675325
"President","TX","KINNEY",4827100000,458,936,25,6,5,1430,0.328550932568149
"President","TX","KLEBERG",4827300000,4716,4367,314,92,23,9512,0.519211714191346
"President","TX","KNOX",4827500000,247,1078,28,5,9,1367,0.186415094339623
"President","TX","LAMAR",4827700000,3583,14561,343,70,54,18611,0.197475749559083
"President","TX","LAMB",4827900000,771,3111,85,8,20,3995,0.198608964451314
"President","TX","LAMPASAS",4828100000,1483,6385,253,47,37,8205,0.188485002541942
"President","TX","LASALLE",4828300000,1129,872,44,10,4,2059,0.564217891054473
"President","TX","LAVACA",4828500000,1170,7347,112,12,20,8661,0.137372314195139
"President","TX","LEE",4828700000,1372,4997,126,28,12,6535,0.215418433035013
"President","TX","LEON",4828900000,909,6391,94,13,32,7439,0.124520547945205
"President","TX","LIBERTY",4829100000,4862,18892,364,85,64,24267,0.20468131683085
"President","TX","LIMESTONE",4829300000,1778,5796,128,27,10,7739,0.234750462107209
"President","TX","LIPSCOMB",4829500000,135,1159,25,3,10,1332,0.104327666151468
"President","TX","LIVE OAK",4829700000,742,3464,65,13,18,4302,0.176414645744175
"President","TX","LLANO",4829900000,1825,8299,205,65,53,10447,0.180264717502963
"President","TX","LOVING",4830100000,4,58,1,2,0,65,0.0645161290322581
"President","TX","LUBBOCK",4830300000,28023,65651,3917,633,789,99013,0.299154514593164
"President","TX","LYNN",4830500000,403,1546,41,7,12,2009,0.206772703950744
"President","TX","MADISON",4831300000,881,3351,45,8,4,4289,0.208175803402646
"President","TX","MARION",4831500000,1165,2983,71,13,6,4238,0.280858244937319
"President","TX","MARTIN",4831700000,266,1455,31,5,5,1762,0.154561301568855
"President","TX","MASON",4831900000,354,1656,37,7,3,2057,0.176119402985075
"President","TX","MATAGORDA",4832100000,3500,8366,239,53,38,12196,0.294960391033204
"President","TX","MAVERICK",4832300000,10397,2816,266,109,0,13588,0.786876560962688
"President","TX","MCCULLOCH",4830700000,482,2552,51,9,9,3103,0.158866183256427
"President","TX","MCLENNAN",4830900000,27063,48260,2492,473,787,79075,0.359292646336444
"President","TX","MCMULLEN",4831100000,40,454,2,1,2,499,0.0809716599190283
"President","TX","MEDINA",4832500000,4634,12085,403,106,18,17246,0.277169687182248
"President","TX","MENARD",4832700000,154,682,25,1,2,864,0.184210526315789
"President","TX","MIDLAND",4832900000,10025,36973,1667,203,344,49212,0.213306949231882
"President","TX","MILAM",4833100000,2051,6364,178,49,22,8664,0.243731431966726
"President","TX","MILLS",4833300000,243,1951,41,6,4,2245,0.110756608933455
"President","TX","MITCHELL",4833500000,354,1780,50,7,5,2196,0.165885660731022
"President","TX","MONTAGUE",4833700000,885,7526,170,23,0,8604,0.105219355605754
"President","TX","MONTGOMERY",4833900000,45835,150314,6142,1018,1323,204632,0.23367440058323
"President","TX","MOORE",4834100000,1098,3977,166,26,17,5284,0.216354679802956
"President","TX","MORRIS",4834300000,1425,3446,77,19,6,4973,0.292547731471977
"President","TX","MOTLEY",4834500000,40,566,9,0,0,615,0.066006600660066
"President","TX","NACOGDOCHES",4834700000,6846,14771,702,159,144,22622,0.316695193597631
"President","TX","NAVARRO",4834900000,4002,11994,343,58,36,16433,0.250187546886722
"President","TX","NEWTON",4835100000,1156,4288,66,13,11,5534,0.21234386480529
"President","TX","NOLAN",4835300000,1029,3552,142,22,112,4857,0.224623444662737
"President","TX","NUECES",4835500000,49198,50766,3324,847,270,104405,0.49215717658357
"President","TX","OCHILTREE",4835700000,274,2628,75,5,20,3002,0.0944176430048243
"President","TX","OLDHAM",4835900000,78,850,14,3,3,948,0.084051724137931
"President","TX","ORANGE",4836100000,5735,25513,550,115,87,32000,0.183531746031746
"President","TX","PALO PINTO",4836300000,1708,8284,210,48,20,10270,0.17093674939952
"President","TX","PANOLA",4836500000,1835,8445,109,24,3,10416,0.178501945525292
"President","TX","PARKER",4836700000,8344,46473,1439,215,346,56817,0.152215553569148
"President","TX","PARMER",4836900000,485,1915,55,4,7,2466,0.202083333333333
"President","TX","PECOS",4837100000,1554,2468,127,26,10,4185,0.38637493784187
"President","TX","POLK",4837300000,4187,15176,367,86,36,19852,0.216237153333678
